data.source,base.categories,Level_1,Level_2,Level_3
ACLED,FPJC: Popular Front for Justice in Congo,armed group,violent political groups,violent groups
ACLED,FPPH: Popular Forces for the Protection of the Hutu,armed group,violent political groups,violent groups
ACLED,FPR: Patriotic Forces of Resistance,armed group,violent political groups,violent groups
ACLED,FPR: Popular Front for the Recovery,armed group,violent political groups,violent groups
ACLED,FPRC: Popular Front for the Renaissance of Central Africa,armed group,violent political groups,violent groups
ACLED,FPRN: Popular Front for National Rebirth,armed group,violent political groups,violent groups
ACLED,FRDD: Front for the Restoration and Defence of Democracy,political party,nonviolent political groups,nonviolent groups
ACLED,Free Libya Martyrs Brigade,armed group,violent political groups,violent groups
ACLED,Freedom Eagles of Africa,armed group,violent political groups,violent groups
ACLED,FRELIMO: Liberation Front of Mozambique,government,nonviolent political groups,nonviolent groups
ACLED,FRF: Federal Republican Forces,armed group,violent political groups,violent groups
ACLED,Friends of PYJ Militia,armed group,violent political groups,violent groups
ACLED,FRODEBU: Front for Democracy in Burundi,political party,nonviolent political groups,nonviolent groups
ACLED,FROLINA: National Liberation Front,armed group,violent political groups,violent groups
ACLED,FROLINAT: National Liberation Front of Chad,armed group,violent political groups,violent groups
ACLED,FRPI-Cobra Matata: Front for Patriotic Resistance of Ituri (Cobra Matata Faction),armed group,violent political groups,violent groups
ACLED,FRPI: Front for Patriotic Resistance of Ituri,armed group,violent political groups,violent groups
ACLED,FRUD: Front of the Restoration of Unity and Democracy,armed group,violent political groups,violent groups
ACLED,FSRJ: Special Forces of Revolutionary Justice,unknown,unknown,violent groups
ACLED,FUCD: Unity Front for Democratic Change,armed group,violent political groups,violent groups
ACLED,Fula Ethnic Militia (Burkina Faso),armed group,violent political groups,violent groups
ACLED,Fulani Ethnic Militia (Benin),armed group,violent political groups,violent groups
ACLED,Fulani Ethnic Militia (Burkina Faso),armed group,violent political groups,violent groups
ACLED,Fulani Ethnic Militia (Cameroon),armed group,violent political groups,violent groups
ACLED,Fulani Ethnic Militia (Central African Republic),armed group,violent political groups,violent groups
ACLED,Fulani Ethnic Militia (Chad),armed group,violent political groups,violent groups
ACLED,Fulani Ethnic Militia (Ghana),armed group,violent political groups,violent groups
ACLED,Fulani Ethnic Militia (Guinea),armed group,violent political groups,violent groups
ACLED,Fulani Ethnic Militia (Mali),armed group,violent political groups,violent groups
ACLED,Fulani Ethnic Militia (Niger),armed group,violent political groups,violent groups
ACLED,Fulani Ethnic Militia (Nigeria),armed group,violent political groups,violent groups
ACLED,Fulani Ethnic Militia (Senegal),armed group,violent political groups,violent groups
ACLED,Fur Ethnic Militia (Sudan),armed group,violent political groups,violent groups
ACLED,Ga Ethnic Militia (Ghana),armed group,violent political groups,violent groups
ACLED,Gaak Communal Militia (South Sudan),armed group,violent political groups,violent groups
ACLED,Gaaljecel Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Gaaljecel-Hadame Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Gaaljecel-Hawiye Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Gabra Ethnic Militia (Ethiopia),armed group,violent political groups,violent groups
ACLED,Gabra Ethnic Militia (Kenya),armed group,violent political groups,violent groups
ACLED,Gadabuursi Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Gadabuursi Ethnic Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Galamseyers,violent civilians,violent civilian groups,violent groups
ACLED,Galgala Communal Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Galmah Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Galmudug Administration Militia,armed group,violent political groups,violent groups
ACLED,Galweng Militia,armed group,violent political groups,violent groups
ACLED,Galwina Ethnic Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Ganda Izo Ethnic Militia (Mali),armed group,violent political groups,violent groups
ACLED,Ganmo Communal Militia (Nigeria),armed group,violent political groups,violent groups
ACLED,Garaad-Gullied Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Garba Ethnic Militia (Kenya),armed group,violent political groups,violent groups
ACLED,Garjel Communal Militia (Kenya),armed group,violent political groups,violent groups
ACLED,Garre Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Garre Ethnic Militia (Ethiopia),armed group,violent political groups,violent groups
ACLED,Garre Ethnic Militia (Kenya),armed group,violent political groups,violent groups
ACLED,Garwale Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,GATIA: Imghad Tuareg and Allies Self-Defense Group,armed group,violent political groups,violent groups
ACLED,Gatluak Gai Rebel Group,armed group,violent political groups,violent groups
ACLED,Gbagyi Ethnic Militia (Nigeria),armed group,violent political groups,violent groups
ACLED,Gbaya Ethnic Militia (Cameroon),armed group,violent political groups,violent groups
ACLED,Gberesaakoo Boys Militia,armed group,violent political groups,violent groups
ACLED,Gbethis Militia (CDF Unit),armed group,violent political groups,violent groups
ACLED,GDM: Gambelan Democratic Movement,civilians,nonviolent civilian groups,nonviolent groups
ACLED,Gedeo Ethnic Militia (Ethiopia),armed group,violent political groups,violent groups
ACLED,Geelidle Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Geledle Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Gelegele Communal Militia (Nigeria),armed group,violent political groups,violent groups
ACLED,Geloftevolk Republikeine,political party,nonviolent political groups,nonviolent groups
ACLED,George Athor Deng Rebel Group,armed group,violent political groups,violent groups
ACLED,German Boys Militia,armed group,violent political groups,violent groups
ACLED,GEYL: Greater Equatoria Youth Leadership,armed group,violent political groups,violent groups
ACLED,Ghad Political Party,political party,nonviolent political groups,nonviolent groups
ACLED,Gharyan Communal Militia (Libya),armed group,violent political groups,violent groups
ACLED,GIA: Armed Islamic Group,armed group,violent political groups,violent groups
ACLED,Gimir Ethnic Militia (Sudan),armed group,violent political groups,violent groups
ACLED,Gindiri Ethnic Militia (Nigeria),armed group,violent political groups,violent groups
ACLED,Gini Lau Communal Militia (Democratic Republic of Congo),armed group,violent political groups,violent groups
ACLED,Gio and Mano Ethnic Militia (Liberia),armed group,violent political groups,violent groups
ACLED,Giriama Ethnic Militia (Kenya),armed group,violent political groups,violent groups
ACLED,GLD: Legitimate Defence Groups Militia,armed group,violent political groups,violent groups
ACLED,GMA: Mourabitounes Group of Azawad,armed group,violent political groups,violent groups
ACLED,GNNT: Nomad and National Guard of Chad,military,violent political groups,violent groups
ACLED,Gohitafla Communal Militia (Ivory Coast),armed group,violent political groups,violent groups
ACLED,Gok Dinka Ethnic Militia (South Sudan),armed group,violent political groups,violent groups
ACLED,Gok Ethnic Militia (South Sudan),armed group,violent political groups,violent groups
ACLED,Gok Ethnic Militia (Sudan),armed group,violent political groups,violent groups
ACLED,Goma Communal Militia (Democratic Republic of Congo),armed group,violent political groups,violent groups
ACLED,Gontrar Ethnic Militia (Libya),armed group,violent political groups,violent groups
ACLED,Gony Clan Militia (South Sudan),armed group,violent political groups,violent groups
ACLED,Gorane Ethnic Militia (Chad),armed group,violent political groups,violent groups
ACLED,Goula Ethnic Militia (Central African Republic),armed group,violent political groups,violent groups
ACLED,Goussiema Communal Militia (Central African Republic),armed group,violent political groups,violent groups
ACLED,Government of Algeria (1999-),military,violent political groups,violent groups
ACLED,Government of Angola (1975-),military,violent political groups,violent groups
ACLED,Government of Benin (2006-),military,violent political groups,violent groups
ACLED,Government of Burkina Faso (1987-2014),military,violent political groups,violent groups
ACLED,Government of Burkina Faso (2014-2015),military,violent political groups,violent groups
ACLED,Government of Burundi (2005-),military,violent political groups,violent groups
ACLED,Government of Cameroon (1982-),military,violent political groups,violent groups
ACLED,Government of Central African Republic (1993-2003),military,violent political groups,violent groups
ACLED,Government of Central African Republic (2003-2013),military,violent political groups,violent groups
ACLED,Government of Central African Republic (2014-2016),military,violent political groups,violent groups
ACLED,Government of Central African Republic (2016-),military,violent political groups,violent groups
ACLED,Government of Chad (1990-),military,violent political groups,violent groups
ACLED,Government of Democratic Republic of Congo (1997-2001),military,violent political groups,violent groups
ACLED,Government of Democratic Republic of Congo (2001-),military,violent political groups,violent groups
ACLED,Government of Djibouti (1999-),military,violent political groups,violent groups
ACLED,Government of Egypt (1981-2011),military,violent political groups,violent groups
ACLED,Government of Egypt (2011-2012),military,violent political groups,violent groups
ACLED,Government of Egypt (2012-2013),military,violent political groups,violent groups
ACLED,Government of Egypt (2013-2014),military,violent political groups,violent groups
ACLED,Government of Egypt (2014-),military,violent political groups,violent groups
ACLED,Government of Equatorial Guinea (1979-),military,violent political groups,violent groups
ACLED,Government of Eritrea (1993-),military,violent political groups,violent groups
ACLED,Government of Ethiopia (1991-),military,violent political groups,violent groups
ACLED,Government of France,military,violent political groups,violent groups
ACLED,Government of Gambia (1996-),military,violent political groups,violent groups
ACLED,Government of Ghana (2009-),military,violent political groups,violent groups
ACLED,Government of Guinea (2010-),military,violent political groups,violent groups
ACLED,Government of Guinea-Bissau (2012-2014),military,violent political groups,violent groups
ACLED,Government of Guinea-Bissau (2014-),military,violent political groups,violent groups
ACLED,Government of Ivory Coast (2011-),military,violent political groups,violent groups
ACLED,Government of Kenya (2002-2013),military,violent political groups,violent groups
ACLED,Government of Lesotho (2012-2015),military,violent political groups,violent groups
ACLED,Government of Liberia (1997-2003),military,violent political groups,violent groups
ACLED,Government of Liberia (2006-),military,violent political groups,violent groups
ACLED,Government of Libya (1969-2011),military,violent political groups,violent groups
ACLED,Government of Libya (2011-2012),military,violent political groups,violent groups
ACLED,Government of Libya (2012-2014),military,violent political groups,violent groups
ACLED,Government of Libya (2014-) General National Congress,military,violent political groups,violent groups
ACLED,Government of Libya (2014-) House of Representatives,military,violent political groups,violent groups
ACLED,Government of Libya (2016-) Government of National Accord,military,violent political groups,violent groups
ACLED,Government of Madagascar (2009-2014),military,violent political groups,violent groups
ACLED,Government of Madagascar (2014-),military,violent political groups,violent groups
ACLED,Government of Mali (2002-2012),military,violent political groups,violent groups
ACLED,Government of Mali (2012-2013),military,violent political groups,violent groups
ACLED,Government of Mali (2013-),military,violent political groups,violent groups
ACLED,Government of Mauritania (2009-),military,violent political groups,violent groups
ACLED,Government of Morocco (1961-1999),military,violent political groups,violent groups
ACLED,Government of Morocco (1999-),military,violent political groups,violent groups
ACLED,Government of Mozambique (1990-),military,violent political groups,violent groups
ACLED,Government of Niger (2011-),military,violent political groups,violent groups
ACLED,Government of Nigeria (1999-2015),military,violent political groups,violent groups
ACLED,Government of Nigeria (2015-),military,violent political groups,violent groups
ACLED,Government of Republic of Congo (1997-),military,violent political groups,violent groups
ACLED,Government of Rwanda (1994-),military,violent political groups,violent groups
ACLED,Government of Senegal (2000-2012),military,violent political groups,violent groups
ACLED,Government of Senegal (2012-),military,violent political groups,violent groups
ACLED,Government of Sierra Leone (1998-2007),military,violent political groups,violent groups
ACLED,Government of Sierra Leone (2007-),military,violent political groups,violent groups
ACLED,Government of Somalia (2012-),military,violent political groups,violent groups
ACLED,Government of South Africa (1994-),military,violent political groups,violent groups
ACLED,Government of South Sudan (2011-),military,violent political groups,violent groups
ACLED,Government of Sudan (1989-),military,violent political groups,violent groups
ACLED,Government of Togo (2005-),military,violent political groups,violent groups
ACLED,Government of Tunisia (2011-2014),military,violent political groups,violent groups
ACLED,Government of Tunisia (2014-),military,violent political groups,violent groups
ACLED,Government of Uganda (1986-),military,violent political groups,violent groups
ACLED,Government of United States,military,violent political groups,violent groups
ACLED,Government of Zambia (2011-),military,violent political groups,violent groups
ACLED,GPP: Patriotic Group for Peace,armed group,violent political groups,violent groups
ACLED,Green Guards,armed group,violent political groups,violent groups
ACLED,Group of 47,unknown,unknown,violent groups
ACLED,GSL: Free Salafist Group,armed group,violent political groups,violent groups
ACLED,GSPC: Salafist Group for Call and Combat,armed group,violent political groups,violent groups
ACLED,Guardians of Peace,armed group,violent political groups,violent groups
ACLED,Gucha Herdsman Militia (Kenya),armed group,violent political groups,violent groups
ACLED,Guere Ethnic Militia (Ivory Coast),armed group,violent political groups,violent groups
ACLED,Guerze Ethnic Militia (Guinea),armed group,violent political groups,violent groups
ACLED,Guji Ethnic Militia (Ethiopia),armed group,violent political groups,violent groups
ACLED,Gumuz Ethnic Militia (Ethiopia),armed group,violent political groups,violent groups
ACLED,Gunbot 7 Opposition Group,political party,nonviolent political groups,nonviolent groups
ACLED,Gura Ethnic Militia (Ethiopia),armed group,violent political groups,violent groups
ACLED,Gwani Communal Militia (Nigeria),armed group,violent political groups,violent groups
ACLED,Ha Makopela Communal Militia (Lesotho),armed group,violent political groups,violent groups
ACLED,Habar Afan Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Habar Awal-Isa Muse-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Habar Awal-Sacad Muse-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Habar Basanbuur Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Habar Gedir Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Habar Gedir-Ayr Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Habar Gedir-Cabsiye Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Habar Gedir-Eyr Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Habar Gedir-Hawiye Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Habar Gedir-Saad Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Habar Gedir-Saad-Saad-Reer-Jalaf Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Habar Gedir-Saleban Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Habar Jeclo Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Habar Jeclo-Abdala Arab Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Habar Jeclo-Aduruxmiin Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Habar Jeclo-Ahmed Abokor Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Habar Jeclo-Ahmed Farah Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Habar Jeclo-Ali Bare Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Habar Jeclo-Baho Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Habar Jeclo-Bare Cabdulle Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Habar Jeclo-Basanbuur Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Habar Jeclo-Bicido Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Habar Jeclo-Biciidle Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Habar Jeclo-Faahiye Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Habar Jeclo-Iidle Biciide Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Habar Jeclo-Isaq Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Habar Jeclo-Omar Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Habar Jeclo-Reer Biniin Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Habar Jeclo-Reer Yoonis Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Habar Jeclo-Soolomadaw Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Habar Jeclo-Yeesif Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Habar Nugal Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Habar Warsame Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Habar Yoonis Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Habar Yoonis-Abdala Hamud Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Habar Yoonis-Cabdalle Xamud Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Habar Yoonis-Dhulbahante Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Habar Yoonis-Isaq Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Habar Yoonis-Jibriil Turwa Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Habar Yoonis-Mohamud Hamud Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Habar Yoonis-Muse Carre Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Habar Yoonis-Muse Ismail Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Habar Yoonis-Muse Turwa Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Habar Yoonis-Reer Wayd Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Habar Yoonis-Sacad Yoonis Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Habbaniyah Ethnic Militia (Sudan),armed group,violent political groups,violent groups
ACLED,Habsade Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Hadame Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Hager Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Hamar Ethnic Militia (Sudan),armed group,violent political groups,violent groups
ACLED,Hamsini Communal Militia (South Africa),armed group,violent political groups,violent groups
ACLED,Hamza Combat Group Against Atheism and Heresy,armed group,violent political groups,violent groups
ACLED,Harin Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Harti Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Harti-Abgal Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Harti-Kaski Qabe Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Harti-Leelkayse Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Harti-Warsangeli Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Hasam Movement,armed group,violent political groups,violent groups
ACLED,Hausa Ethnic Militia (Niger),armed group,violent political groups,violent groups
ACLED,Hausa Ethnic Militia (Nigeria),armed group,violent political groups,violent groups
ACLED,Hausa-Fulani Ethnic Militia (Nigeria),armed group,violent political groups,violent groups
ACLED,Haut-Uele Communal Militia (Democratic Republic of Congo),armed group,violent political groups,violent groups
ACLED,Hawadle Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Hawadle-Aadan Warsame Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Hawadle-Agoon Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Hawadle-Hawiye Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Hawaweer Ethnic Militia (Sudan),armed group,violent political groups,violent groups
ACLED,Hawazmah Ethnic Militia (Sudan),armed group,violent political groups,violent groups
ACLED,Hawiye Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Hawiye-Ceyr Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Hawiye-Fiqishini Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Hawiye-Habar Gedir-Saad Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Hawiye-Habar Gedir-Saleban Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Hawiye-Muransade Sub-Clan Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Hawiye-Saad-Jalaaf Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Hawiye-Sheikhal-Awqudub Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,HCUA: High Council for the Unity of Azawad,armed group,violent political groups,violent groups
ACLED,Hema Ethnic Militia (Democratic Republic of Congo),armed group,violent political groups,violent groups
ACLED,Henish Clan Militia (Libya),armed group,violent political groups,violent groups
ACLED,Her-Aw-Hassan Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Herero Ethnic Militia (Namibia),armed group,violent political groups,violent groups
ACLED,HI: Hizbul Islam,armed group,violent political groups,violent groups
ACLED,High Council for the Azawad,armed group,violent political groups,violent groups
ACLED,Hlubi Ethnic Militia (South Africa),armed group,violent political groups,violent groups
ACLED,Hombori Militia,armed group,violent political groups,violent groups
ACLED,Home Guards,security forces,violent political groups,violent groups
ACLED,Hororsame Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Hotiya-Baggara Ethnic Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Houthi Movement - Ansar Allah,armed group,violent political groups,violent groups
ACLED,Hubeer Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Hunde Ethnic Militia (Democratic Republic of Congo),armed group,violent political groups,violent groups
ACLED,Hutu Ethnic Militia (Democratic Republic of Congo),armed group,violent political groups,violent groups
ACLED,Hutu Ethnic Militia (Rwanda),armed group,violent political groups,violent groups
ACLED,Hutu Rebels,armed group,violent political groups,violent groups
ACLED,I-RUF: Revolutionary United Front (Superman Faction),armed group,violent political groups,violent groups
ACLED,Ibeno Communal Militia (Nigeria),armed group,violent political groups,violent groups
ACLED,Ibibio Ethnic Militia (Nigeria),armed group,violent political groups,violent groups
ACLED,Ibobi Communal Militia (Democratic Republic of Congo),armed group,violent political groups,violent groups
ACLED,Ibogholitane Ethnic Militia (Mali),armed group,violent political groups,violent groups
ACLED,ICGLR: International Conference on the Great Lakes Region,movements,nonviolent civilian groups,nonviolent groups
ACLED,ICRC: International Committee of the Red Cross and Red Crescent,civilians,nonviolent civilian groups,nonviolent groups
ACLED,ICU: Islamic Courts Union,military,violent political groups,violent groups
ACLED,Idoma Ethnic Militia (Nigeria),armed group,violent political groups,violent groups
ACLED,Ife Ethnic Militia (Nigeria),armed group,violent political groups,violent groups
ACLED,Ifiayong Usuk Ethnic Militia (Nigeria),armed group,violent political groups,violent groups
ACLED,Ifogha Ethnic Militia (Mali),armed group,violent political groups,violent groups
ACLED,IFP: Inkatha Freedom Party,political party,nonviolent political groups,nonviolent groups
ACLED,Igbarra Ethnic Militia (Nigeria),armed group,violent political groups,violent groups
ACLED,Igbide Communal Militia (Nigeria),armed group,violent political groups,violent groups
ACLED,Igbo Ethnic Militia (Nigeria),armed group,violent political groups,violent groups
ACLED,Igembe Ethnic Militia (Nigeria),armed group,violent political groups,violent groups
ACLED,Ijaw Ethnic Militia (Nigeria),armed group,violent political groups,violent groups
ACLED,Ikuruk Ethnic Militia (Uganda),armed group,violent political groups,violent groups
ACLED,Ilajes Ethnic Militia (Nigeria),armed group,violent political groups,violent groups
ACLED,Ile-Ife Communal Militia (Nigeria),armed group,violent political groups,violent groups
ACLED,Ilogo Communal Militia (Nigeria),armed group,violent political groups,violent groups
ACLED,IM: Islamic Movement,religious group,nonviolent civilian groups,nonviolent groups
ACLED,Imakun Omi Communal Militia (Nigeria),armed group,violent political groups,violent groups
ACLED,Imbokolo Ethnic Militia (Democratic Republic of Congo),armed group,violent political groups,violent groups
ACLED,Imorere Ethnic Militia (Nigeria),armed group,violent political groups,violent groups
ACLED,INEC: Independent National Electoral Commission,military,violent political groups,violent groups
ACLED,Ingobokagihugu Militia,armed group,violent political groups,violent groups
ACLED,INMPD: Iduwini National Movement for Peace and Development,armed group,violent political groups,violent groups
ACLED,Interahamwe Militia,armed group,violent political groups,violent groups
ACLED,Inyima Communal Militia (Nigeria),armed group,violent political groups,violent groups
ACLED,Inyimagu Ethnic Militia (Nigeria),armed group,violent political groups,violent groups
ACLED,IPC: Inter-Party Cooperation,movements,nonviolent civilian groups,nonviolent groups
ACLED,IPEDJ: Islamic Party of Eritrea for Development and Justice,political party,nonviolent political groups,nonviolent groups
ACLED,IPOB: Indigenous Peoples of Biafra,movements,nonviolent civilian groups,nonviolent groups
ACLED,Irigwe Ethnic Militia (Nigeria),armed group,violent political groups,violent groups
ACLED,Isa Mohamud Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Isaba Communal Militia (Nigeria),armed group,violent political groups,violent groups
ACLED,Isaq Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Isaq-Bicide Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Isaq-Habar Yoonis-Muse Ismail Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Iselegu Ethnic Militia (Nigeria),armed group,violent political groups,violent groups
ACLED,Isiolo Communal Militia (Kenya),armed group,violent political groups,violent groups
ACLED,Isiolo Militia,armed group,violent political groups,violent groups
ACLED,Islamic Army of South Sudan,military,violent political groups,violent groups
ACLED,Islamic Emirate of Barqa,religious group,nonviolent civilian groups,nonviolent groups
ACLED,Islamic State (Cyrenaica Province),armed group,violent political groups,violent groups
ACLED,Islamic State (Fezzan Province),armed group,violent political groups,violent groups
ACLED,Islamic State (Sahara),armed group,violent political groups,violent groups
ACLED,Islamic State (Somalia),armed group,violent political groups,violent groups
ACLED,Islamic State (Tripoli),armed group,violent political groups,violent groups
ACLED,Islamist Militia (Algeria),armed group,violent political groups,violent groups
ACLED,Islamist Militia (Burkina Faso),armed group,violent political groups,violent groups
ACLED,Islamist Militia (Egypt),armed group,violent political groups,violent groups
ACLED,Islamist Militia (Kenya),armed group,violent political groups,violent groups
ACLED,Islamist Militia (Libya),armed group,violent political groups,violent groups
ACLED,Islamist Militia (Mali),armed group,violent political groups,violent groups
ACLED,Islamist Militia (Morocco),armed group,violent political groups,violent groups
ACLED,Islamist Militia (Niger),armed group,violent political groups,violent groups
ACLED,Islamist Militia (Nigeria),armed group,violent political groups,violent groups
ACLED,Islamist Militia (Rwanda),armed group,violent political groups,violent groups
ACLED,Islamist Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Islamist Militia (Sudan),armed group,violent political groups,violent groups
ACLED,Islamist Militia (Tanzania),armed group,violent political groups,violent groups
ACLED,Islamist Militia (Tunisia),armed group,violent political groups,violent groups
ACLED,Isoko Ethnic Militia (Nigeria),armed group,violent political groups,violent groups
ACLED,Isongujero Ethnic Militia (Nigeria),armed group,violent political groups,violent groups
ACLED,Issa Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Issa Mahmud Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Issa Muse Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Issa Muse-Abdalla Qoyan Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Ita Ogbolu Ethnic Militia (Nigeria),armed group,violent political groups,violent groups
ACLED,Itsekiri Ethnic Militia (Nigeria),armed group,violent political groups,violent groups
ACLED,Izago Communal Militia (Nigeria),armed group,violent political groups,violent groups
ACLED,Jabhat al-Islamiya,armed group,violent political groups,violent groups
ACLED,JAC: Joint Action Committtee,movements,nonviolent civilian groups,nonviolent groups
ACLED,Jadu Communal Group (Libya),movements,nonviolent civilian groups,nonviolent groups
ACLED,JAF: Joint Action Front,movements,nonviolent civilian groups,nonviolent groups
ACLED,Jalaaf Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Jama Islamiya,armed group,violent political groups,violent groups
ACLED,Jamac Siyaad Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Jamond Clan Militia (Ghana),armed group,violent political groups,violent groups
ACLED,Janjaweed,armed group,violent political groups,violent groups
ACLED,Janzur Communal Militia (Libya),armed group,violent political groups,violent groups
ACLED,Janzur Knights Brigade,armed group,violent political groups,violent groups
ACLED,Japaak Ethnic Militia (Ghana),armed group,violent political groups,violent groups
ACLED,Jareer-Bantu Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Jareer-Shiidle Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
